"Category","SubCategory","Quote","Author","AuthorFacts","Keywords"
"Inspirational",,"Some rise by sin, and some by virtue fall.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Sin, Virtue"
"Inspirational",,"Misery acquaints a man with strange bedfellows.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Man, Misery"
"Inspirational","Humility","Once more unto the breach, dear friends, once more, Or close the wall up with our English dead In peace there's nothing so becomes a man As modest stillness and humility But when the blast of war blows in our ears, Then imitate the action of the tiger Stiffen the sinews, summon up the blood.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Action, Blood, English, Friends, Humility, Man, Nothing, Peace, War"
"Inspirational",,"The devil can cite Scripture for his purpose.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Devil, Purpose, Scripture"
"Inspirational","Imagination","The Possible's slow fuse is lit By the Imagination.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Imagination"
"Inspirational",,"The devil hath power To assume a pleasing shape.","William Shakespeare","Greatest English dramatist & poet  (1564 - 1616)","Devil, Power"
"Inspirational","Achievement","A handful of pine-seed will cover mountains with the green majesty of forest. I too will set my face to the wind and throw my handful of seed on high.","William Sharp ","","Mountains, Will, Wind"
"Inspirational","Choice","The best way of travel, however, if you aren't in any hurry at all, if you don't care where you are going, if you don't like to use your legs, if you don't want to be annoyed at all by any choice of directions, is in a balloon. In a balloon, you can decide only when to start, and usually when to stop. The rest is left entirely to nature.","William Sherman Pene du Bois","","Care, Choice, Nature, Rest, Travel, Want"
"Inspirational","Character","Tolerance is another word for indifference.","William Somerset Maugham ","","Indifference, Tolerance, Word"
"Inspirational",,"Genius is talent provided with ideals.","William Somerset Maugham","","Genius, Ideals, Talent"
"Inspirational","Discipline","I forget who it was that recommended men for their soul’s good to do each day two things they disliked. . . . It is a precept I have followed scrupulously: for every day I have got up and I have gone to bed.","William Somerset Maugham ","","Bed, Day, Forget, Men"
"Inspirational","Habit","The unfortunate thing about this world is that good habits are so much easier to give up than bad ones.","William Somerset Maugham ","","Habits, World"
"Inspirational","Determination","It's a very funny thing about life; if you refuse to accept anything but the best, you very often get it.","William Somerset Maugham ","","Funny, Life"
"Inspirational","Intensity","Life is a mirror, if you frown at it, it frowns back; if you smile, it returns the greeting.","William Thackeray","","Life, Smile"
"Inspirational","Life","Life is made up of sobs, sniffles, and smiles, with sniffles predominating.","William W. Purkey","","Life, Smiles"
"Inspirational","Potential","Promise is the capacity for letting people down.","William W. Purkey","","People, Promise"
"Inspirational","Education","The principle goal of education in the schools should be creating men and women who are capable of doing new things, not simply repeating what other generations have done; men and women who are creative, inventive and discoverers, who can be critical and","William W. Purkey","","Education, Generations, Goal, Men, Schools, Women"
"Inspirational","Education","My 12 years as a public school student where I keenly felt the inviting and disinviting signals sent to me by the schools, my years as a public school teacher in a wonderful school that taught me about the human side of teaching, and my role as a univers","William W. Purkey","","Public, School, Schools, Teaching, Years"
"Inspirational","Inspiration","The price of excellence is discipline. The cost of mediocrity is disappointment. ","William W. Ward","","Disappointment, Discipline, Excellence, Mediocrity"
"Inspirational","Failure","Every failure is a step to success...","William Whewell","English Philosopher; (5/24/1794 - ); ","Failure, Success"
"Inspirational","Curiosity","Seize the moment of excited curiosity on any subject to solve your doubts for if you let it pass, the desire may never return, and you may remain in ignorance.","William Wirt","US politician  (1772 - 1834)","Curiosity, Desire, Ignorance, May"
"Inspirational","Opportunity","Turning, for them who pass, the common dust Of servile opportunity to gold.","William Wordsworth","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Gold, Opportunity"
"Inspirational","Strength","There is a comfort in the strength of love: Twill make a thing endurable, which else would overset the brain, or break the heart.","William Wordsworth ","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Comfort, Heart, Strength"
"Inspirational","Discipline","Wisdom and spirit of the Universe Thou soul is the eternity of thought That giv'st to forms and images a breath And everlasting motion Not in vain By day or star-light thus from by first dawn Of childhood didst thou intertwine for me The passions that build up our human soul, Not with the mean and vulgar works of man, But with high objects, with enduring things, With life and nature, purifying thus The elements of feeling and of thought, And sanctifying, by such discipline Both pain and fear, until we recognize A grandeur in the beatings of the heart.","William Wordsworth","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Childhood, Dawn, Day, Discipline, Eternity, Fear, Feeling, First, Heart, Life, Man, Nature, Pain, Soul, Spirit, Thought, Universe, Wisdom"
"Inspirational","Suffering","What though the radiance which was once so bright Be not forever taken from my sight, Though nothing can bring back the hour Of splendour in the grass, of glory in the flower Strength in what remains behind, In the primal sympathy Which having been must ever be, In the soothing thoughts that spring Out of Human suffering, In the faith that looks through death In years that bring philophic mind.","William Wordsworth","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Death, Faith, Glory, Mind, Nothing, Sight, Spring, Strength, Suffering, Sympathy, Thoughts, Years"
"Inspirational","Dreams","Huge and mighty forms that do not live like living men, moved slowly through the mind by day and were trouble to my dreams.","William Wordsworth","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Day, Dreams, Living, Men, Mind, Trouble"
"Inspirational","Knowledge","By all means sometimes be alone; salute thyself; see what thy soul doth wear; dare to look in thy chest; and tumble up and down what thou findest there.","William Wordsworth","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Soul"
"Inspirational","Kindness","The best portion of a good man’s life is in his little nameless, unremembered acts of kindness and of love.","William Wordsworth","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Kindness, Life, Love"
"Inspirational",,"Not without hope we suffer and we mourn.","William Wordsworth","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Hope"
"Inspirational","Feelings","Poetry is the spontaneous overflow of powerful feelings: it takes its origin from emotion recollected in tranquillity: the emotion is contemplated till, by a species of reaction, the tranquillity gradually disappears, and an emotion, kindred to that which","William Wordsworth","English Poet; (4/7/1770 - ); English poet  (1770 - 1850)","Emotion, Poetry"
